edge_id,network_id,context_id,spec_id,from,to,edge_a,edge_b,weight,abs_weight,from_domain,to_domain,from_role,to_role,sample_weight,boot_mean,boot_sd,ci_low,ci_high,prop_nonzero,n_boot,edge_instance_id,from_node_instance_id,to_node_instance_id
net_g05_w56_high__USE2_AVOID__USE2_SPACE150,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.261466332588217,0.261466332588217,behavior,behavior,non_focal,non_focal,0.261466332588217,0.2536795066979873,0.0497059228400478,0.1561364053628834,0.3447658518017628,1.0,1000.0,net_g05_w56_high__USE2_AVOID__USE2_SPACE150,net_g05_w56_high__USE2_AVOID,net_g05_w56_high__USE2_SPACE150
net_g05_w56_high__USE2_MASK__USE2_SPACE150,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.253373428608667,0.253373428608667,behavior,behavior,non_focal,non_focal,0.2533734286086674,0.2522118339604164,0.0648036131011607,0.1243511070929643,0.3751421128826012,1.0,1000.0,net_g05_w56_high__USE2_MASK__USE2_SPACE150,net_g05_w56_high__USE2_MASK,net_g05_w56_high__USE2_SPACE150
net_g05_w56_high__AFF_FEAR__SEVERITY,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.184472929324428,0.184472929324428,affect,belief,non_focal,focal_belief,0.1844729293244275,0.1758740332838173,0.0494335041364098,0.0839269249429464,0.2702721372140753,0.999,1000.0,net_g05_w56_high__AFF_FEAR__SEVERITY,net_g05_w56_high__AFF_FEAR,net_g05_w56_high__SEVERITY
net_g05_w56_high__USE2_HANDWASH20__USE2_MASK,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.179544945105495,0.179544945105495,behavior,behavior,non_focal,non_focal,0.1795449451054945,0.1793909915776542,0.0487101221566676,0.0819205524994243,0.273236366854263,0.999,1000.0,net_g05_w56_high__USE2_HANDWASH20__USE2_MASK,net_g05_w56_high__USE2_HANDWASH20,net_g05_w56_high__USE2_MASK
net_g05_w56_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.167464336600436,0.167464336600436,behavior,behavior,non_focal,non_focal,0.1674643366004363,0.1639103886482374,0.0487369601097001,0.0724097269138087,0.25672810202679,1.0,1000.0,net_g05_w56_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w56_high__USE2_HANDWASH20,net_g05_w56_high__USE2_SPACE150
net_g05_w56_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.161416094106531,0.161416094106531,behavior,behavior,non_focal,non_focal,0.1614160941065311,0.1572400766180172,0.0442649218582542,0.0726162286447769,0.2455579033129627,0.999,1000.0,net_g05_w56_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w56_high__USE2_AVOID,net_g05_w56_high__USE2_HANDWASH20
net_g05_w56_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.129215113141818,0.129215113141818,affect,affect,non_focal,non_focal,0.1292151131418177,0.1219045876446805,0.0506530282072209,0.0216369577732108,0.2214369700195006,0.99,1000.0,net_g05_w56_high__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w56_high__AFF_FEAR,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__SEVERITY__USE2_AVOID,net_g05_w56_high,ctx_w56_high,gamma_05,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.127075033951044,0.127075033951044,belief,behavior,focal_belief,non_focal,0.1270750339510436,0.1266853337925554,0.0463782431141875,0.0306289433680083,0.2158325644726007,0.994,1000.0,net_g05_w56_high__SEVERITY__USE2_AVOID,net_g05_w56_high__SEVERITY,net_g05_w56_high__USE2_AVOID
net_g05_w56_high__SEVERITY__USE2_HANDWASH20,net_g05_w56_high,ctx_w56_high,gamma_05,SEVERITY,USE2_HANDWASH20,SEVERITY,USE2_HANDWASH20,0.10326597434691,0.10326597434691,belief,behavior,focal_belief,non_focal,0.1032659743469103,0.1088594053839188,0.0495474385706516,0.006000594686543,0.205527258223507,0.976,1000.0,net_g05_w56_high__SEVERITY__USE2_HANDWASH20,net_g05_w56_high__SEVERITY,net_g05_w56_high__USE2_HANDWASH20
net_g05_w56_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.0938326692675476,0.0938326692675476,behavior,affect,non_focal,non_focal,0.0938326692675475,0.0889941818212628,0.046544221522508,0.0,0.1849711092594411,0.96,1000.0,net_g05_w56_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_high__USE2_AVOID,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.0766582332275105,0.0766582332275105,behavior,affect,non_focal,non_focal,0.0766582332275105,0.0743575526939092,0.0498574259851578,0.0,0.1720557456463489,0.884,1000.0,net_g05_w56_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w56_high__USE2_HANDWASH20,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.0741027436432377,0.0741027436432377,behavior,affect,non_focal,non_focal,0.0741027436432376,0.0750372784776069,0.0520795246481764,0.0,0.1860876349198661,0.865,1000.0,net_g05_w56_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_high__USE2_MASK,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__AFF_WORRY__USE2_AVOID,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_WORRY,USE2_AVOID,AFF_WORRY,USE2_AVOID,0.0685615943391421,0.0685615943391421,affect,behavior,non_focal,non_focal,0.0685615943391421,0.0599473970039444,0.0395478883100877,0.0,0.1418506482838729,0.893,1000.0,net_g05_w56_high__AFF_WORRY__USE2_AVOID,net_g05_w56_high__AFF_WORRY,net_g05_w56_high__USE2_AVOID
net_g05_w56_high__SEVERITY__USE2_SPACE150,net_g05_w56_high,ctx_w56_high,gamma_05,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.0654778352644396,0.0654778352644396,belief,behavior,focal_belief,non_focal,0.0654778352644395,0.0708164675983174,0.0475109972315333,0.0,0.1672997482957783,0.887,1000.0,net_g05_w56_high__SEVERITY__USE2_SPACE150,net_g05_w56_high__SEVERITY,net_g05_w56_high__USE2_SPACE150
net_g05_w56_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.0533989373204396,0.0533989373204396,affect,affect,non_focal,non_focal,0.0533989373204395,0.0561284997002487,0.0478253091209894,0.0,0.1582488117644615,0.797,1000.0,net_g05_w56_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w56_high__AFF_WORRY,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__AFF_FEAR__USE2_AVOID,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0470292017152531,0.0470292017152531,affect,behavior,non_focal,non_focal,0.0470292017152531,0.0502484169615585,0.0418890778765393,0.0,0.1431837245847228,0.817,1000.0,net_g05_w56_high__AFF_FEAR__USE2_AVOID,net_g05_w56_high__AFF_FEAR,net_g05_w56_high__USE2_AVOID
net_g05_w56_high__USE2_SPACE150__WORRY_HEALTH_SYSTEM,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0.0367245428871753,0.0367245428871753,behavior,affect,non_focal,non_focal,0.0367245428871752,0.0421675842685437,0.045807272050985,0.0,0.1562891445582131,0.681,1000.0,net_g05_w56_high__USE2_SPACE150__WORRY_HEALTH_SYSTEM,net_g05_w56_high__USE2_SPACE150,net_g05_w56_high__WORRY_HEALTH_SYSTEM
net_g05_w56_high__AFF_WORRY__SEVERITY,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.0223205463735707,0.0223205463735707,affect,belief,non_focal,focal_belief,0.0223205463735707,0.0329228276416907,0.0398003234725991,0.0,0.1285810008472384,0.597,1000.0,net_g05_w56_high__AFF_WORRY__SEVERITY,net_g05_w56_high__AFF_WORRY,net_g05_w56_high__SEVERITY
net_g05_w56_high__AFF_FEAR__USE2_SPACE150,net_g05_w56_high,ctx_w56_high,gamma_05,AFF_FEAR,USE2_SPACE150,AFF_FEAR,USE2_SPACE150,0.0112771293148659,0.0112771293148659,affect,behavior,non_focal,non_focal,0.0112771293148658,0.016277432883503,0.0253887172341107,0.0,0.0839039011654756,0.46,1000.0,net_g05_w56_high__AFF_FEAR__USE2_SPACE150,net_g05_w56_high__AFF_FEAR,net_g05_w56_high__USE2_SPACE150
net_g05_w56_high__USE2_AVOID__USE2_MASK,net_g05_w56_high,ctx_w56_high,gamma_05,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.0080194552336053,0.0080194552336053,behavior,behavior,non_focal,non_focal,0.0080194552336053,0.0232305827524803,0.0317703992363744,0.0,0.1033331100980093,0.525,1000.0,net_g05_w56_high__USE2_AVOID__USE2_MASK,net_g05_w56_high__USE2_AVOID,net_g05_w56_high__USE2_MASK
net_g05_w56_low__AFF_FEAR__AFF_WORRY,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.522142337680245,0.522142337680245,affect,affect,non_focal,non_focal,0.5221423376802454,0.5163009391304512,0.0404876924085753,0.4365253522417518,0.5951509081569961,1.0,1000.0,net_g05_w56_low__AFF_FEAR__AFF_WORRY,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__AFF_WORRY
net_g05_w56_low__USE2_MASK__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.350027751562316,0.350027751562316,behavior,behavior,non_focal,non_focal,0.3500277515623163,0.3439358795066762,0.0473333644354835,0.2472621408961931,0.4393071262100486,1.0,1000.0,net_g05_w56_low__USE2_MASK__USE2_SPACE150,net_g05_w56_low__USE2_MASK,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__USE2_AVOID__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.267477724213927,0.267477724213927,behavior,behavior,non_focal,non_focal,0.2674777242139272,0.2629477186409978,0.0505601534836809,0.1642834158954898,0.3612077785741135,1.0,1000.0,net_g05_w56_low__USE2_AVOID__USE2_SPACE150,net_g05_w56_low__USE2_AVOID,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__AFF_WORRY__SEVERITY,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.25053034016802,0.25053034016802,affect,belief,non_focal,focal_belief,0.2505303401680201,0.2455737554602902,0.0507038321401191,0.1447333825064811,0.3434123781680846,1.0,1000.0,net_g05_w56_low__AFF_WORRY__SEVERITY,net_g05_w56_low__AFF_WORRY,net_g05_w56_low__SEVERITY
net_g05_w56_low__USE2_HANDWASH20__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.240246805655903,0.240246805655903,behavior,behavior,non_focal,non_focal,0.2402468056559029,0.2369135864722571,0.053355858834453,0.1334278303713635,0.3431749429785618,1.0,1000.0,net_g05_w56_low__USE2_HANDWASH20__USE2_SPACE150,net_g05_w56_low__USE2_HANDWASH20,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__AFF_FEAR__SEVERITY,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.222716478047016,0.222716478047016,affect,belief,non_focal,focal_belief,0.2227164780470164,0.2218239237432891,0.0527698522980471,0.117859790891727,0.3208799298163312,1.0,1000.0,net_g05_w56_low__AFF_FEAR__SEVERITY,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__SEVERITY
net_g05_w56_low__USE2_AVOID__USE2_HANDWASH20,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.193270876135318,0.193270876135318,behavior,behavior,non_focal,non_focal,0.1932708761353184,0.1902855127970762,0.0533157360830716,0.0832617833105917,0.2904234032141717,1.0,1000.0,net_g05_w56_low__USE2_AVOID__USE2_HANDWASH20,net_g05_w56_low__USE2_AVOID,net_g05_w56_low__USE2_HANDWASH20
net_g05_w56_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.166529824308818,0.166529824308818,affect,affect,non_focal,non_focal,0.1665298243088177,0.1610556864663957,0.0512882490798254,0.0573219772123102,0.2595386730163667,0.999,1000.0,net_g05_w56_low__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w56_low__AFF_WORRY,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__SEVERITY__USE2_AVOID,net_g05_w56_low,ctx_w56_low,gamma_05,SEVERITY,USE2_AVOID,SEVERITY,USE2_AVOID,0.14666766730118,0.14666766730118,belief,behavior,focal_belief,non_focal,0.14666766730118,0.1315832050737658,0.0434489106475191,0.0436960311270482,0.2209651704000136,0.998,1000.0,net_g05_w56_low__SEVERITY__USE2_AVOID,net_g05_w56_low__SEVERITY,net_g05_w56_low__USE2_AVOID
net_g05_w56_low__USE2_HANDWASH20__USE2_MASK,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.140327090154336,0.140327090154336,behavior,behavior,non_focal,non_focal,0.1403270901543363,0.1407662727627933,0.0536666475195012,0.0383828202359331,0.2496545391050165,0.997,1000.0,net_g05_w56_low__USE2_HANDWASH20__USE2_MASK,net_g05_w56_low__USE2_HANDWASH20,net_g05_w56_low__USE2_MASK
net_g05_w56_low__AFF_WORRY__USE2_MASK,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_WORRY,USE2_MASK,AFF_WORRY,USE2_MASK,0.122296617057614,0.122296617057614,affect,behavior,non_focal,non_focal,0.122296617057614,0.1102772209976292,0.0359499723536585,0.0331191889343989,0.1798509462233064,0.997,1000.0,net_g05_w56_low__AFF_WORRY__USE2_MASK,net_g05_w56_low__AFF_WORRY,net_g05_w56_low__USE2_MASK
net_g05_w56_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR,WORRY_HEALTH_SYSTEM,0.107834671759965,0.107834671759965,affect,affect,non_focal,non_focal,0.1078346717599648,0.1068763782314495,0.0476575531782619,0.0128292438684183,0.1989978217269443,0.986,1000.0,net_g05_w56_low__AFF_FEAR__WORRY_HEALTH_SYSTEM,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__USE2_AVOID__USE2_MASK,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_AVOID,USE2_MASK,USE2_AVOID,USE2_MASK,0.0921444858064795,0.0921444858064795,behavior,behavior,non_focal,non_focal,0.0921444858064794,0.0885637748627857,0.0447583591561256,0.0,0.1758776413103759,0.97,1000.0,net_g05_w56_low__USE2_AVOID__USE2_MASK,net_g05_w56_low__USE2_AVOID,net_g05_w56_low__USE2_MASK
net_g05_w56_low__SEVERITY__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY,WORRY_HEALTH_SYSTEM,0.0695622643782032,0.0695622643782032,belief,affect,focal_belief,non_focal,0.0695622643782032,0.0653771388947839,0.0456066711422833,0.0,0.1626183589799563,0.897,1000.0,net_g05_w56_low__SEVERITY__WORRY_HEALTH_SYSTEM,net_g05_w56_low__SEVERITY,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__AFF_WORRY__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_WORRY,USE2_SPACE150,AFF_WORRY,USE2_SPACE150,0.0422068154514394,0.0422068154514394,affect,behavior,non_focal,non_focal,0.0422068154514393,0.0338641281246565,0.0318104288511848,0.0,0.1056221963007067,0.754,1000.0,net_g05_w56_low__AFF_WORRY__USE2_SPACE150,net_g05_w56_low__AFF_WORRY,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__USE2_SPACE150__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150,WORRY_HEALTH_SYSTEM,0.0279237841159607,0.0279237841159607,behavior,affect,non_focal,non_focal,0.0279237841159607,0.0258544731647688,0.0315121464493198,0.0,0.0981594958028646,0.587,1000.0,net_g05_w56_low__USE2_SPACE150__WORRY_HEALTH_SYSTEM,net_g05_w56_low__USE2_SPACE150,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__SEVERITY__USE2_SPACE150,net_g05_w56_low,ctx_w56_low,gamma_05,SEVERITY,USE2_SPACE150,SEVERITY,USE2_SPACE150,0.0274840359837989,0.0274840359837989,belief,behavior,focal_belief,non_focal,0.0274840359837989,0.0299713770844729,0.0306279196049068,0.0,0.1005576654583103,0.701,1000.0,net_g05_w56_low__SEVERITY__USE2_SPACE150,net_g05_w56_low__SEVERITY,net_g05_w56_low__USE2_SPACE150
net_g05_w56_low__AFF_FEAR__USE2_AVOID,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0264913354127847,0.0264913354127847,affect,behavior,non_focal,non_focal,0.0264913354127847,0.0257952829973673,0.0298629565902623,0.0,0.0962005051034758,0.616,1000.0,net_g05_w56_low__AFF_FEAR__USE2_AVOID,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__USE2_AVOID
net_g05_w56_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.0224520941179743,0.0224520941179743,behavior,affect,non_focal,non_focal,0.0224520941179742,0.0297708733421401,0.0381004605189604,0.0,0.1223010962817593,0.602,1000.0,net_g05_w56_low__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w56_low__USE2_MASK,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_low,ctx_w56_low,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.0062428078171122,0.0062428078171122,behavior,affect,non_focal,non_focal,0.0062428078171122,0.0175261874528772,0.0290642737454488,0.0,0.0922123256551583,0.458,1000.0,net_g05_w56_low__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w56_low__USE2_AVOID,net_g05_w56_low__WORRY_HEALTH_SYSTEM
net_g05_w56_low__AFF_FEAR__USE2_MASK,net_g05_w56_low,ctx_w56_low,gamma_05,AFF_FEAR,USE2_MASK,AFF_FEAR,USE2_MASK,0.0041853555621712,0.0041853555621712,affect,behavior,non_focal,non_focal,0.0041853555621712,0.0127001387583282,0.0190722523863462,0.0,0.0635565883062104,0.463,1000.0,net_g05_w56_low__AFF_FEAR__USE2_MASK,net_g05_w56_low__AFF_FEAR,net_g05_w56_low__USE2_MASK
net_g05_w57_high__AFF_FEAR__AFF_WORRY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,AFF_WORRY,AFF_FEAR,AFF_WORRY,0.474336665165375,0.474336665165375,affect,affect,non_focal,non_focal,0.4743366651653746,0.4660461979957473,0.0514502033530647,0.3609649835379304,0.5603251746204366,1.0,1000.0,net_g05_w57_high__AFF_FEAR__AFF_WORRY,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__AFF_WORRY
net_g05_w57_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY,WORRY_HEALTH_SYSTEM,0.26013725281793,0.26013725281793,affect,affect,non_focal,non_focal,0.2601372528179301,0.2447655912119483,0.0613155786612739,0.1231925238516784,0.36289153809314,1.0,1000.0,net_g05_w57_high__AFF_WORRY__WORRY_HEALTH_SYSTEM,net_g05_w57_high__AFF_WORRY,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__USE2_AVOID__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,USE2_SPACE150,USE2_AVOID,USE2_SPACE150,0.259472346662032,0.259472346662032,behavior,behavior,non_focal,non_focal,0.2594723466620323,0.2459624021571743,0.0516199397068643,0.1410453305901917,0.344923919854409,1.0,1000.0,net_g05_w57_high__USE2_AVOID__USE2_SPACE150,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__AFF_FEAR__SEVERITY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,SEVERITY,AFF_FEAR,SEVERITY,0.228946825539151,0.228946825539151,affect,belief,non_focal,focal_belief,0.2289468255391511,0.2211015736730829,0.0477375834506268,0.1279065293612897,0.3185479938503678,1.0,1000.0,net_g05_w57_high__AFF_FEAR__SEVERITY,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__SEVERITY
net_g05_w57_high__USE2_HANDWASH20__USE2_MASK,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20,USE2_MASK,0.196036924743611,0.196036924743611,behavior,behavior,non_focal,non_focal,0.1960369247436114,0.181203768487231,0.0663093758281402,0.049142777500472,0.309171956756055,0.995,1000.0,net_g05_w57_high__USE2_HANDWASH20__USE2_MASK,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__USE2_MASK
net_g05_w57_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20,USE2_SPACE150,0.117235349024939,0.117235349024939,behavior,behavior,non_focal,non_focal,0.1172353490249394,0.1102308236814485,0.0497379955502128,0.0,0.2119459728034407,0.97,1000.0,net_g05_w57_high__USE2_HANDWASH20__USE2_SPACE150,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__USE2_SPACE150
net_g05_w57_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK,WORRY_HEALTH_SYSTEM,0.113750868783799,0.113750868783799,behavior,affect,non_focal,non_focal,0.1137508687837993,0.1022133358111659,0.0509143017144744,0.0,0.206427794501924,0.959,1000.0,net_g05_w57_high__USE2_MASK__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_MASK,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__AFF_WORRY__SEVERITY,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_WORRY,SEVERITY,AFF_WORRY,SEVERITY,0.0938656784582978,0.0938656784582978,affect,belief,non_focal,focal_belief,0.0938656784582977,0.0920768059725487,0.0480260074707813,0.0,0.1877858761275956,0.963,1000.0,net_g05_w57_high__AFF_WORRY__SEVERITY,net_g05_w57_high__AFF_WORRY,net_g05_w57_high__SEVERITY
net_g05_w57_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,0.0822927967992277,0.0822927967992277,behavior,affect,non_focal,non_focal,0.0822927967992277,0.073429608426314,0.0472180183828026,0.0,0.1666006520784449,0.889,1000.0,net_g05_w57_high__USE2_HANDWASH20__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_HANDWASH20,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__AFF_FEAR__USE2_AVOID,net_g05_w57_high,ctx_w57_high,gamma_05,AFF_FEAR,USE2_AVOID,AFF_FEAR,USE2_AVOID,0.0797709435878751,0.0797709435878751,affect,behavior,non_focal,non_focal,0.0797709435878751,0.0680225935662822,0.0434718600873915,0.0,0.1596131164323222,0.896,1000.0,net_g05_w57_high__AFF_FEAR__USE2_AVOID,net_g05_w57_high__AFF_FEAR,net_g05_w57_high__USE2_AVOID
net_g05_w57_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID,WORRY_HEALTH_SYSTEM,0.0776069830385028,0.0776069830385028,behavior,affect,non_focal,non_focal,0.0776069830385028,0.0726112394381024,0.0480565160052217,0.0,0.1732301926654616,0.884,1000.0,net_g05_w57_high__USE2_AVOID__WORRY_HEALTH_SYSTEM,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__WORRY_HEALTH_SYSTEM
net_g05_w57_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID,USE2_HANDWASH20,0.0760400848627696,0.0760400848627696,behavior,behavior,non_focal,non_focal,0.0760400848627696,0.0725294758863144,0.0509196666778077,0.0,0.1804306461715515,0.864,1000.0,net_g05_w57_high__USE2_AVOID__USE2_HANDWASH20,net_g05_w57_high__USE2_AVOID,net_g05_w57_high__USE2_HANDWASH20
net_g05_w57_high__USE2_MASK__USE2_SPACE150,net_g05_w57_high,ctx_w57_high,gamma_05,USE2_MASK,USE2_SPACE150,USE2_MASK,USE2_SPACE150,0.0645822088898716,0.0645822088898716,behavior,behavior,non_focal,non_focal,0.0645822088898716,0.0649186740077608,0.0541567152002412,0.0,0.1840974697836708,0.78,1000.0,net_g05_w57_high__USE2_MASK__USE2_SPACE150,net_g05_w57_high__USE2_MASK,net_g05_w57_high__USE2_SPACE150
