wave,trust_stratum,spec,thresholded,n_cc,from,to,edge_key,weight,abs_weight,from_domain,to_domain,from_role,to_role,is_focal_edge,is_affect_affect,is_behavior_behavior,is_belief_affect,is_belief_behavior,is_affect_behavior,kind
55,low,g05,False,376,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0046308706800259,0.0046308706800259,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05,False,376,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150 -- WORRY_HEALTH_SYSTEM,0.0,0.0,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05,False,376,AFF_FEAR,USE2_MASK,AFF_FEAR -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05,False,376,AFF_FEAR,USE2_SPACE150,AFF_FEAR -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05,False,376,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05,False,376,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_FEAR,AFF_WORRY,AFF_FEAR -- AFF_WORRY,0.557738775494885,0.557738775494885,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_spearman,False,376,USE2_AVOID,USE2_SPACE150,USE2_AVOID -- USE2_SPACE150,0.275788548983608,0.275788548983608,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,USE2_MASK,USE2_SPACE150,USE2_MASK -- USE2_SPACE150,0.271346125819454,0.271346125819454,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.247374790353336,0.247374790353336,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g05_spearman,False,376,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20 -- USE2_SPACE150,0.245415186264981,0.245415186264981,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,USE2_AVOID,USE2_MASK,USE2_AVOID -- USE2_MASK,0.20803422443861,0.20803422443861,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.18964978258222,0.18964978258222,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges
55,low,g05_spearman,False,376,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20 -- WORRY_HEALTH_SYSTEM,0.185921192606969,0.185921192606969,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20 -- USE2_MASK,0.165354968312422,0.165354968312422,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK -- WORRY_HEALTH_SYSTEM,0.155710771803926,0.155710771803926,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_FEAR,USE2_AVOID,AFF_FEAR -- USE2_AVOID,0.130623556212654,0.130623556212654,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR -- WORRY_HEALTH_SYSTEM,0.129627914042442,0.129627914042442,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_spearman,False,376,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID -- USE2_HANDWASH20,0.126466355734824,0.126466355734824,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_spearman,False,376,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY -- WORRY_HEALTH_SYSTEM,0.0899576046142327,0.0899576046142327,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_spearman,False,376,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0763740879517376,0.0763740879517376,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g05_spearman,False,376,AFF_WORRY,USE2_SPACE150,AFF_WORRY -- USE2_SPACE150,0.0713666628548888,0.0713666628548888,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_WORRY,USE2_AVOID,AFF_WORRY -- USE2_AVOID,0.0591581764774365,0.0591581764774365,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR -- USE2_HANDWASH20,-0.0587979702765218,0.0587979702765218,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0313524413513409,0.0313524413513409,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_spearman,False,376,AFF_WORRY,USE2_MASK,AFF_WORRY -- USE2_MASK,0.0213139808005594,0.0213139808005594,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0147679451240536,0.0147679451240536,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_spearman,False,376,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0119719834614411,0.0119719834614411,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_spearman,False,376,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID -- WORRY_HEALTH_SYSTEM,0.0093319484530908,0.0093319484530908,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150 -- WORRY_HEALTH_SYSTEM,0.0,0.0,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_spearman,False,376,AFF_FEAR,USE2_MASK,AFF_FEAR -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_FEAR,USE2_SPACE150,AFF_FEAR -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_spearman,False,376,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,AFF_FEAR,AFF_WORRY,AFF_FEAR -- AFF_WORRY,0.570061509842212,0.570061509842212,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_thr,True,376,USE2_MASK,USE2_SPACE150,USE2_MASK -- USE2_SPACE150,0.334438534974468,0.334438534974468,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,USE2_AVOID,USE2_SPACE150,USE2_AVOID -- USE2_SPACE150,0.281241258416819,0.281241258416819,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.276196998867508,0.276196998867508,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g05_thr,True,376,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20 -- USE2_SPACE150,0.238294074416049,0.238294074416049,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.18764174914738,0.18764174914738,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges
55,low,g05_thr,True,376,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20 -- WORRY_HEALTH_SYSTEM,0.15918239310087,0.15918239310087,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,USE2_AVOID,USE2_MASK,USE2_AVOID -- USE2_MASK,0.158645531575579,0.158645531575579,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20 -- USE2_MASK,0.149784380425383,0.149784380425383,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK -- WORRY_HEALTH_SYSTEM,0.141377361459471,0.141377361459471,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID -- USE2_HANDWASH20,0.134932803289115,0.134932803289115,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g05_thr,True,376,AFF_FEAR,USE2_AVOID,AFF_FEAR -- USE2_AVOID,0.124298205801402,0.124298205801402,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY -- WORRY_HEALTH_SYSTEM,0.10989309956429,0.10989309956429,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_thr,True,376,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR -- WORRY_HEALTH_SYSTEM,0.105358560711893,0.105358560711893,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g05_thr,True,376,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0,0.0,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g05_thr,True,376,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150 -- WORRY_HEALTH_SYSTEM,0.0,0.0,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID -- WORRY_HEALTH_SYSTEM,0.0,0.0,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_thr,True,376,AFF_FEAR,USE2_MASK,AFF_FEAR -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,AFF_WORRY,USE2_MASK,AFF_WORRY -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_thr,True,376,AFF_FEAR,USE2_SPACE150,AFF_FEAR -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,AFF_WORRY,USE2_SPACE150,AFF_WORRY -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_thr,True,376,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g05_thr,True,376,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g05_thr,True,376,AFF_WORRY,USE2_AVOID,AFF_WORRY -- USE2_AVOID,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_FEAR,AFF_WORRY,AFF_FEAR -- AFF_WORRY,0.552748012727947,0.552748012727947,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g075,False,376,USE2_MASK,USE2_SPACE150,USE2_MASK -- USE2_SPACE150,0.327032216961362,0.327032216961362,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,USE2_AVOID,USE2_SPACE150,USE2_AVOID -- USE2_SPACE150,0.277096243350879,0.277096243350879,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.267758140236528,0.267758140236528,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g075,False,376,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20 -- USE2_SPACE150,0.230419916269903,0.230419916269903,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.186739468978733,0.186739468978733,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges
55,low,g075,False,376,USE2_AVOID,USE2_MASK,USE2_AVOID -- USE2_MASK,0.158321021438952,0.158321021438952,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20 -- USE2_MASK,0.147115905845485,0.147115905845485,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20 -- WORRY_HEALTH_SYSTEM,0.142127997118949,0.142127997118949,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK -- WORRY_HEALTH_SYSTEM,0.138703681778115,0.138703681778115,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID -- USE2_HANDWASH20,0.121938536268603,0.121938536268603,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
55,low,g075,False,376,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY -- WORRY_HEALTH_SYSTEM,0.111052337322037,0.111052337322037,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g075,False,376,AFF_FEAR,USE2_AVOID,AFF_FEAR -- USE2_AVOID,0.10736777239394,0.10736777239394,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR -- WORRY_HEALTH_SYSTEM,0.0958657154296311,0.0958657154296311,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
55,low,g075,False,376,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0823438191047631,0.0823438191047631,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
55,low,g075,False,376,AFF_WORRY,USE2_SPACE150,AFF_WORRY -- USE2_SPACE150,0.0705413622572092,0.0705413622572092,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_WORRY,USE2_AVOID,AFF_WORRY -- USE2_AVOID,0.0624861121290443,0.0624861121290443,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID -- WORRY_HEALTH_SYSTEM,0.031643810010475,0.031643810010475,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0173270098917509,0.0173270098917509,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g075,False,376,AFF_WORRY,USE2_MASK,AFF_WORRY -- USE2_MASK,0.0155628239941265,0.0155628239941265,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.0149954739223753,0.0149954739223753,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g075,False,376,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0136813275947072,0.0136813275947072,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g075,False,376,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0046308706800259,0.0046308706800259,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
55,low,g075,False,376,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150 -- WORRY_HEALTH_SYSTEM,0.0,0.0,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_FEAR,USE2_MASK,AFF_FEAR -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_FEAR,USE2_SPACE150,AFF_FEAR -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
55,low,g075,False,376,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_FEAR,AFF_WORRY,AFF_FEAR -- AFF_WORRY,0.531144423692983,0.531144423692983,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
56,high,g05,False,351,USE2_AVOID,USE2_SPACE150,USE2_AVOID -- USE2_SPACE150,0.261466332588217,0.261466332588217,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,USE2_MASK,USE2_SPACE150,USE2_MASK -- USE2_SPACE150,0.253373428608667,0.253373428608667,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.184472929324428,0.184472929324428,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
56,high,g05,False,351,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20 -- USE2_MASK,0.179544945105495,0.179544945105495,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20 -- USE2_SPACE150,0.167464336600436,0.167464336600436,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID -- USE2_HANDWASH20,0.161416094106531,0.161416094106531,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR -- WORRY_HEALTH_SYSTEM,0.129215113141818,0.129215113141818,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
56,high,g05,False,351,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.127075033951044,0.127075033951044,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05,False,351,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.10326597434691,0.10326597434691,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05,False,351,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID -- WORRY_HEALTH_SYSTEM,0.0938326692675476,0.0938326692675476,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20 -- WORRY_HEALTH_SYSTEM,0.0766582332275105,0.0766582332275105,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK -- WORRY_HEALTH_SYSTEM,0.0741027436432377,0.0741027436432377,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_WORRY,USE2_AVOID,AFF_WORRY -- USE2_AVOID,0.0685615943391421,0.0685615943391421,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0654778352644396,0.0654778352644396,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05,False,351,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY -- WORRY_HEALTH_SYSTEM,0.0533989373204396,0.0533989373204396,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
56,high,g05,False,351,AFF_FEAR,USE2_AVOID,AFF_FEAR -- USE2_AVOID,0.0470292017152531,0.0470292017152531,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,USE2_SPACE150,WORRY_HEALTH_SYSTEM,USE2_SPACE150 -- WORRY_HEALTH_SYSTEM,0.0367245428871753,0.0367245428871753,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0223205463735707,0.0223205463735707,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
56,high,g05,False,351,AFF_FEAR,USE2_SPACE150,AFF_FEAR -- USE2_SPACE150,0.0112771293148659,0.0112771293148659,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,USE2_AVOID,USE2_MASK,USE2_AVOID -- USE2_MASK,0.0080194552336053,0.0080194552336053,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05,False,351,SEVERITY,WORRY_HEALTH_SYSTEM,SEVERITY -- WORRY_HEALTH_SYSTEM,0.0,0.0,belief,affect,focal_belief,non_focal,True,False,False,True,False,False,edges
56,high,g05,False,351,SEVERITY,USE2_MASK,SEVERITY -- USE2_MASK,0.0,0.0,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05,False,351,AFF_FEAR,USE2_MASK,AFF_FEAR -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_WORRY,USE2_MASK,AFF_WORRY -- USE2_MASK,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_WORRY,USE2_SPACE150,AFF_WORRY -- USE2_SPACE150,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_FEAR,USE2_HANDWASH20,AFF_FEAR -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05,False,351,AFF_WORRY,USE2_HANDWASH20,AFF_WORRY -- USE2_HANDWASH20,0.0,0.0,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,AFF_FEAR,AFF_WORRY,AFF_FEAR -- AFF_WORRY,0.548621569682315,0.548621569682315,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
56,high,g05_spearman,False,351,USE2_MASK,USE2_SPACE150,USE2_MASK -- USE2_SPACE150,0.276897272366556,0.276897272366556,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05_spearman,False,351,USE2_AVOID,USE2_SPACE150,USE2_AVOID -- USE2_SPACE150,0.229726073710838,0.229726073710838,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05_spearman,False,351,USE2_HANDWASH20,USE2_SPACE150,USE2_HANDWASH20 -- USE2_SPACE150,0.212998926185138,0.212998926185138,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05_spearman,False,351,USE2_AVOID,USE2_HANDWASH20,USE2_AVOID -- USE2_HANDWASH20,0.190858677164089,0.190858677164089,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05_spearman,False,351,USE2_HANDWASH20,USE2_MASK,USE2_HANDWASH20 -- USE2_MASK,0.159658118466182,0.159658118466182,behavior,behavior,non_focal,non_focal,False,False,True,False,False,False,edges
56,high,g05_spearman,False,351,AFF_WORRY,WORRY_HEALTH_SYSTEM,AFF_WORRY -- WORRY_HEALTH_SYSTEM,0.152169510385907,0.152169510385907,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
56,high,g05_spearman,False,351,AFF_FEAR,SEVERITY,AFF_FEAR -- SEVERITY,0.149666946070499,0.149666946070499,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
56,high,g05_spearman,False,351,SEVERITY,USE2_AVOID,SEVERITY -- USE2_AVOID,0.138243245161583,0.138243245161583,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05_spearman,False,351,USE2_HANDWASH20,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20 -- WORRY_HEALTH_SYSTEM,0.112993671753183,0.112993671753183,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,USE2_MASK,WORRY_HEALTH_SYSTEM,USE2_MASK -- WORRY_HEALTH_SYSTEM,0.111290574420543,0.111290574420543,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,SEVERITY,USE2_SPACE150,SEVERITY -- USE2_SPACE150,0.0852825860087156,0.0852825860087156,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05_spearman,False,351,AFF_WORRY,USE2_AVOID,AFF_WORRY -- USE2_AVOID,0.0726588395633539,0.0726588395633539,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,AFF_WORRY,SEVERITY,AFF_WORRY -- SEVERITY,0.0702587301445381,0.0702587301445381,affect,belief,non_focal,focal_belief,True,False,False,True,False,False,edges
56,high,g05_spearman,False,351,SEVERITY,USE2_HANDWASH20,SEVERITY -- USE2_HANDWASH20,0.0678780483034123,0.0678780483034123,belief,behavior,focal_belief,non_focal,True,False,False,False,True,False,edges
56,high,g05_spearman,False,351,USE2_AVOID,WORRY_HEALTH_SYSTEM,USE2_AVOID -- WORRY_HEALTH_SYSTEM,0.0661327486400252,0.0661327486400252,behavior,affect,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,AFF_FEAR,USE2_AVOID,AFF_FEAR -- USE2_AVOID,0.0568067656527573,0.0568067656527573,affect,behavior,non_focal,non_focal,False,False,False,False,False,True,edges
56,high,g05_spearman,False,351,AFF_FEAR,WORRY_HEALTH_SYSTEM,AFF_FEAR -- WORRY_HEALTH_SYSTEM,0.0458705522432942,0.0458705522432942,affect,affect,non_focal,non_focal,False,True,False,False,False,False,edges
