"","SEVERITY","AFF_FEAR","AFF_WORRY","WORRY_HEALTH_SYSTEM","USE2_MASK","USE2_SPACE150","USE2_HANDWASH20","USE2_AVOID"
"SEVERITY",0,0.276196998867508,0,0.18764174914738,0,0,0,0
"AFF_FEAR",0.276196998867508,0,0.570061509842212,0.105358560711893,0,0,0,0.124298205801402
"AFF_WORRY",0,0.570061509842212,0,0.10989309956429,0,0,0,0
"WORRY_HEALTH_SYSTEM",0.18764174914738,0.105358560711893,0.10989309956429,0,0.141377361459471,0,0.15918239310087,0
"USE2_MASK",0,0,0,0.141377361459471,0,0.334438534974468,0.149784380425383,0.158645531575579
"USE2_SPACE150",0,0,0,0,0.334438534974468,0,0.238294074416049,0.281241258416819
"USE2_HANDWASH20",0,0,0,0.15918239310087,0.149784380425383,0.238294074416049,0,0.134932803289115
"USE2_AVOID",0,0.124298205801402,0,0,0.158645531575579,0.281241258416819,0.134932803289115,0
