"","SEVERITY","AFF_FEAR","AFF_WORRY","WORRY_HEALTH_SYSTEM","USE2_MASK","USE2_SPACE150","USE2_HANDWASH20","USE2_AVOID"
"SEVERITY",0,0.149666946070499,0.0702587301445381,0.0200673126997986,0,0.0852825860087156,0.0678780483034123,0.138243245161583
"AFF_FEAR",0.149666946070499,0,0.548621569682315,0.0458705522432942,0,0.0250495975450299,0,0.0568067656527573
"AFF_WORRY",0.0702587301445381,0.548621569682315,0,0.152169510385907,0,0,0.0100115468308313,0.0726588395633539
"WORRY_HEALTH_SYSTEM",0.0200673126997986,0.0458705522432942,0.152169510385907,0,0.111290574420543,0,0.112993671753183,0.0661327486400252
"USE2_MASK",0,0,0,0.111290574420543,0,0.276897272366556,0.159658118466182,0.00721201212291214
"USE2_SPACE150",0.0852825860087156,0.0250495975450299,0,0,0.276897272366556,0,0.212998926185138,0.229726073710838
"USE2_HANDWASH20",0.0678780483034123,0,0.0100115468308313,0.112993671753183,0.159658118466182,0.212998926185138,0,0.190858677164089
"USE2_AVOID",0.138243245161583,0.0568067656527573,0.0726588395633539,0.0661327486400252,0.00721201212291214,0.229726073710838,0.190858677164089,0
