spec,wave,trust_stratum,n_cc,node,node_id,degree,strength,spec_id,gamma_ebic,thresholded,cor_method,in_kg,context_id,network_id,domain,role
g05_thr,57,low,336,AFF_WORRY,AFF_WORRY,4,1.1271689758914807,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,affect,non_focal
g05_thr,57,low,336,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,4,0.645531094977117,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,affect,non_focal
g05_thr,57,low,336,USE2_AVOID,USE2_AVOID,3,0.665207358781886,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,behavior,non_focal
g05_thr,57,low,336,USE2_HANDWASH20,USE2_HANDWASH20,3,0.693657842668587,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,behavior,non_focal
g05_thr,57,low,336,USE2_MASK,USE2_MASK,4,0.7922622805763078,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,behavior,non_focal
g05_thr,57,low,336,USE2_SPACE150,USE2_SPACE150,3,0.91663710984735,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,behavior,non_focal
g05_thr,57,low,336,SEVERITY,SEVERITY,2,0.326207281031953,gamma_05_thr,0.5,TRUE,pearson,FALSE,ctx_w57_low,net_g05_thr_w57_low,belief,focal_belief
g075,55,high,309,AFF_FEAR,AFF_FEAR,5,1.0003936610806676,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,affect,non_focal
g075,55,high,309,AFF_WORRY,AFF_WORRY,5,0.7420756581032923,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,affect,non_focal
g075,55,high,309,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,7,0.4612346884356474,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,affect,non_focal
g075,55,high,309,USE2_AVOID,USE2_AVOID,7,0.6650357750512916,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,behavior,non_focal
g075,55,high,309,USE2_HANDWASH20,USE2_HANDWASH20,7,0.5846547199142029,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,behavior,non_focal
g075,55,high,309,USE2_MASK,USE2_MASK,4,0.442780389659929,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,behavior,non_focal
g075,55,high,309,USE2_SPACE150,USE2_SPACE150,5,0.7436394567107538,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,behavior,non_focal
g075,55,high,309,SEVERITY,SEVERITY,6,0.5946220264829896,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_high,net_g075_w55_high,belief,focal_belief
g075,55,low,376,AFF_FEAR,AFF_FEAR,4,1.0237396407880461,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,affect,non_focal
g075,55,low,376,AFF_WORRY,AFF_WORRY,6,0.8947344675351271,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,affect,non_focal
g075,55,low,376,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,6,0.7061330106379401,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,affect,non_focal
g075,55,low,376,USE2_AVOID,USE2_AVOID,7,0.7738489695142686,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,behavior,non_focal
g075,55,low,376,USE2_HANDWASH20,USE2_HANDWASH20,5,0.6462332261829659,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,behavior,non_focal
g075,55,low,376,USE2_MASK,USE2_MASK,6,0.8040626599097914,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,behavior,non_focal
g075,55,low,376,USE2_SPACE150,USE2_SPACE150,5,0.9187710664340604,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,behavior,non_focal
g075,55,low,376,SEVERITY,SEVERITY,7,0.5874761104088834,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w55_low,net_g075_w55_low,belief,focal_belief
g075,56,high,351,AFF_FEAR,AFF_FEAR,5,0.903138797189348,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,affect,non_focal
g075,56,high,351,AFF_WORRY,AFF_WORRY,4,0.6754255017261354,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,affect,non_focal
g075,56,high,351,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,6,0.4639322394877287,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,affect,non_focal
g075,56,high,351,USE2_AVOID,USE2_AVOID,7,0.7674003812013401,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,behavior,non_focal
g075,56,high,351,USE2_HANDWASH20,USE2_HANDWASH20,5,0.6883495833868825,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,behavior,non_focal
g075,56,high,351,USE2_MASK,USE2_MASK,4,0.5150405725910051,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,behavior,non_focal
g075,56,high,351,USE2_SPACE150,USE2_SPACE150,6,0.7957836052638008,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,behavior,non_focal
g075,56,high,351,SEVERITY,SEVERITY,5,0.5026123192603923,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_high,net_g075_w56_high,belief,focal_belief
g075,56,low,383,AFF_FEAR,AFF_FEAR,5,0.8833701784621819,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,affect,non_focal
g075,56,low,383,AFF_WORRY,AFF_WORRY,5,1.1037059346661364,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,affect,non_focal
g075,56,low,383,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,6,0.4005454464980334,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,affect,non_focal
g075,56,low,383,USE2_AVOID,USE2_AVOID,6,0.7322948966868015,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,behavior,non_focal
g075,56,low,383,USE2_HANDWASH20,USE2_HANDWASH20,3,0.573844771945557,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,behavior,non_focal
g075,56,low,383,USE2_MASK,USE2_MASK,6,0.731433394260891,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,behavior,non_focal
g075,56,low,383,USE2_SPACE150,USE2_SPACE150,6,0.9553669169833451,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,behavior,non_focal
g075,56,low,383,SEVERITY,SEVERITY,5,0.7169607858782181,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w56_low,net_g075_w56_low,belief,focal_belief
g075,57,high,407,AFF_FEAR,AFF_FEAR,4,0.8180223210028181,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,affect,non_focal
g075,57,high,407,AFF_WORRY,AFF_WORRY,4,0.8708154366061559,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,affect,non_focal
g075,57,high,407,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,5,0.5687557881498766,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,affect,non_focal
g075,57,high,407,USE2_AVOID,USE2_AVOID,5,0.5539979239852432,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,behavior,non_focal
g075,57,high,407,USE2_HANDWASH20,USE2_HANDWASH20,5,0.5124211808120982,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,behavior,non_focal
g075,57,high,407,USE2_MASK,USE2_MASK,4,0.4354775682513453,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,behavior,non_focal
g075,57,high,407,USE2_SPACE150,USE2_SPACE150,4,0.4837657447413957,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,behavior,non_focal
g075,57,high,407,SEVERITY,SEVERITY,3,0.3636285293789997,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_high,net_g075_w57_high,belief,focal_belief
g075,57,low,336,AFF_FEAR,AFF_FEAR,5,0.8247265213655298,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,affect,non_focal
g075,57,low,336,AFF_WORRY,AFF_WORRY,6,1.1425861919616809,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,affect,non_focal
g075,57,low,336,WORRY_HEALTH_SYSTEM,WORRY_HEALTH_SYSTEM,6,0.6893503242226129,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,affect,non_focal
g075,57,low,336,USE2_AVOID,USE2_AVOID,7,0.8144648166396213,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,behavior,non_focal
g075,57,low,336,USE2_HANDWASH20,USE2_HANDWASH20,5,0.716960455770601,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,behavior,non_focal
g075,57,low,336,USE2_MASK,USE2_MASK,6,0.8232260058462834,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,behavior,non_focal
g075,57,low,336,USE2_SPACE150,USE2_SPACE150,4,0.964537433083385,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,behavior,non_focal
g075,57,low,336,SEVERITY,SEVERITY,5,0.5542090885757758,gamma_075,0.75,FALSE,pearson,FALSE,ctx_w57_low,net_g075_w57_low,belief,focal_belief
