spec,wave,from,to,diff_weight_high_minus_low,abs_diff,n_low,n_high,from_domain,to_domain,from_role,to_role,spec_id,gamma_ebic,thresholded,cor_method,in_kg,comparison_id
g05_thr,56,AFF_FEAR,USE2_HANDWASH20,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,56,AFF_WORRY,USE2_HANDWASH20,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,56,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,56,AFF_FEAR,USE2_AVOID,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,56,AFF_WORRY,USE2_AVOID,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,56,WORRY_HEALTH_SYSTEM,USE2_AVOID,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w56_high_minus_low
g05_thr,57,WORRY_HEALTH_SYSTEM,USE2_MASK,-0.173084571515255,0.173084571515255,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,WORRY_HEALTH_SYSTEM,USE2_AVOID,-0.149281033955765,0.149281033955765,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_FEAR,USE2_AVOID,0.117437609661666,0.117437609661666,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_WORRY,USE2_MASK,-0.0920445939079548,0.0920445939079548,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,SEVERITY,USE2_MASK,0,0,336,407,belief,behavior,focal_belief,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_FEAR,USE2_MASK,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,SEVERITY,USE2_SPACE150,0,0,336,407,belief,behavior,focal_belief,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_FEAR,USE2_SPACE150,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_WORRY,USE2_SPACE150,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,WORRY_HEALTH_SYSTEM,USE2_SPACE150,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,SEVERITY,USE2_HANDWASH20,0,0,336,407,belief,behavior,focal_belief,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_FEAR,USE2_HANDWASH20,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_WORRY,USE2_HANDWASH20,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,SEVERITY,USE2_AVOID,0,0,336,407,belief,behavior,focal_belief,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g05_thr,57,AFF_WORRY,USE2_AVOID,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_05_thr,0.5,TRUE,pearson,FALSE,diff_g05_thr_w57_high_minus_low
g075,55,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,-0.1175761727614116,0.1175761727614116,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,SEVERITY,USE2_AVOID,0.1137854967950567,0.1137854967950567,376,309,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,SEVERITY,USE2_SPACE150,0.0894445432236938,0.0894445432236938,376,309,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,WORRY_HEALTH_SYSTEM,USE2_MASK,-0.08483714386850022,0.08483714386850022,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_WORRY,USE2_SPACE150,-0.0705413622572092,0.0705413622572092,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_FEAR,USE2_AVOID,-0.03616977308333061,0.03616977308333061,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_WORRY,USE2_AVOID,-0.030623763816989003,0.030623763816989003,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_WORRY,USE2_HANDWASH20,0.0245705359669269,0.0245705359669269,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,WORRY_HEALTH_SYSTEM,USE2_SPACE150,0.0237027217455138,0.0237027217455138,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,SEVERITY,USE2_MASK,-0.0173270098917509,0.0173270098917509,376,309,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_FEAR,USE2_HANDWASH20,0.0162001660027963,0.0162001660027963,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_WORRY,USE2_MASK,-0.0155628239941265,0.0155628239941265,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,SEVERITY,USE2_HANDWASH20,0.01420736024556039,0.01420736024556039,376,309,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,WORRY_HEALTH_SYSTEM,USE2_AVOID,-6.477114967472983e-4,6.477114967472983e-4,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_FEAR,USE2_MASK,0,0,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,55,AFF_FEAR,USE2_SPACE150,0,0,376,309,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w55_high_minus_low
g075,56,AFF_WORRY,USE2_MASK,-0.122296617057614,0.122296617057614,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,SEVERITY,USE2_HANDWASH20,0.10326597434691,0.10326597434691,383,351,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,WORRY_HEALTH_SYSTEM,USE2_AVOID,0.08758986145043539,0.08758986145043539,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,0.0766582332275105,0.0766582332275105,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_WORRY,USE2_AVOID,0.0685615943391421,0.0685615943391421,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,WORRY_HEALTH_SYSTEM,USE2_MASK,0.051650649525263395,0.051650649525263395,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_WORRY,USE2_SPACE150,-0.0422068154514394,0.0422068154514394,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,SEVERITY,USE2_SPACE150,0.03799379928064069,0.03799379928064069,383,351,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_FEAR,USE2_AVOID,0.0205378663024684,0.0205378663024684,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,SEVERITY,USE2_AVOID,-0.019592633350136,0.019592633350136,383,351,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_FEAR,USE2_SPACE150,0.0112771293148659,0.0112771293148659,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,WORRY_HEALTH_SYSTEM,USE2_SPACE150,0.008800758771214598,0.008800758771214598,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_FEAR,USE2_MASK,-0.00418535556217125,0.00418535556217125,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,SEVERITY,USE2_MASK,0,0,383,351,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_FEAR,USE2_HANDWASH20,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,56,AFF_WORRY,USE2_HANDWASH20,0,0,383,351,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w56_high_minus_low
g075,57,SEVERITY,USE2_AVOID,-0.0950565129638646,0.0950565129638646,336,407,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_WORRY,USE2_MASK,-0.0831061374360172,0.0831061374360172,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,WORRY_HEALTH_SYSTEM,USE2_HANDWASH20,0.0727061493857616,0.0727061493857616,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,WORRY_HEALTH_SYSTEM,USE2_AVOID,-0.07172090022372321,0.07172090022372321,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_FEAR,USE2_AVOID,0.0621601191749037,0.0621601191749037,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,WORRY_HEALTH_SYSTEM,USE2_MASK,-0.056809509353017984,0.056809509353017984,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,SEVERITY,USE2_SPACE150,-0.0518376003125831,0.0518376003125831,336,407,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_WORRY,USE2_SPACE150,0.0424758401645531,0.0424758401645531,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,SEVERITY,USE2_HANDWASH20,0.0408160253815509,0.0408160253815509,336,407,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_FEAR,USE2_MASK,0.0173779072867365,0.0173779072867365,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_WORRY,USE2_HANDWASH20,-0.0162213900096129,0.0162213900096129,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_WORRY,USE2_AVOID,-0.0110123122934447,0.0110123122934447,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,SEVERITY,USE2_MASK,0,0,336,407,belief,behavior,focal_belief,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_FEAR,USE2_SPACE150,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,WORRY_HEALTH_SYSTEM,USE2_SPACE150,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
g075,57,AFF_FEAR,USE2_HANDWASH20,0,0,336,407,affect,behavior,non_focal,non_focal,gamma_075,0.75,FALSE,pearson,FALSE,diff_g075_w57_high_minus_low
